88.0,253.0
339.0,365.0
469.0,462.0
708.0,500.0
935.0,569.0
334.0,209.0
498.0,236.0
584.0,337.0
708.0,281.0
775.0,385.0
933.0,420.0
497.0,80.0
694.0,129.0
933.0,221.0
