57.0,513.0
277.0,476.0
444.0,482.0
653.0,384.0
928.0,301.0
152.0,373.0
263.0,311.0
405.0,333.0
442.0,220.0
586.0,259.0
758.0,186.0
143.0,206.0
301.0,127.0
555.0,31.0
